"","agencyname","month","information","joined","no.response","response","discussion","positive","neutral","negative","audience_count","hearing","media_count","media_threat","audience_threat","criticism.12","praise.12","neutral.12","valence.12","criticism.3","praise.3","neutral.3","valence.3","media_count.3","media_count.12"
"686","EFSA","2017-10-01",34,"yes",7,0,7,4,0,3,2906,2,22,"no","yes",10,46,18,0.486486486486487,3,10,7,0.35,31,102
"687","EIGE","2017-10-01",108,"yes",14,2,16,10,4,2,2234,1,3,"no","yes",15,18,7,0.075,11,9,3,-0.0869565217391304,1,4
"688","EIOPA","2017-10-01",10,"yes",0,0,0,0,0,0,160,0,0,"no","no",2,2,1,0,2,1,1,-0.25,3,7
"689","EMA","2017-10-01",27,"yes",9,0,9,6,2,1,2846,0,54,"yes","no",16,24,17,0.140350877192982,8,9,8,0.04,115,299
"690","EMCDDA","2017-10-01",38,"yes",6,0,6,4,1,1,1573,0,0,"no","no",83,106,71,0.0884615384615385,6,16,5,0.37037037037037,4,20
"691","EMSA","2017-10-01",5,"yes",0,0,0,0,0,0,85,0,0,"no","no",0,1,1,0.5,0,0,0,0,0,1
"692","ENISA","2017-10-01",112,"yes",16,0,16,8,5,3,3935,0,2,"yes","no",14,34,15,0.317460317460317,4,5,3,0.0833333333333333,2,3
"693","ERA","2017-10-01",12,"yes",0,0,0,0,0,0,71,0,0,"no","no",3,9,1,0.461538461538462,0,2,0,1,0,1
"694","ESMA","2017-10-01",83,"yes",23,0,23,3,10,10,798,0,1,"no","no",89,27,19,-0.459259259259259,85,14,14,-0.628318584070796,17,41
"695","EU-OSHA","2017-10-01",53,"yes",5,0,5,2,0,3,1557,0,1,"no","no",3,30,7,0.675,1,9,4,0.571428571428571,0,3
"696","EUIPO","2017-10-01",104,"yes",1,0,1,1,0,0,1204,0,2,"no","no",9,36,15,0.45,1,10,2,0.692307692307692,7,21
"697","EUROFOUND","2017-10-01",20,"yes",1,0,1,0,0,1,476,0,1,"yes","no",5,12,8,0.28,1,7,1,0.666666666666667,1,2
"698","FRA","2017-10-01",64,"yes",30,2,32,8,7,17,3011,0,2,"no","no",66,68,38,0.0116279069767442,29,22,13,-0.109375,2,10
"699","FRONTEX","2017-10-01",28,"yes",10,0,10,5,2,3,1002,0,12,"no","no",97,79,56,-0.0775862068965517,38,28,14,-0.125,202,583
"700","SRB","2017-10-01",2,"yes",0,0,0,0,0,0,86,0,6,"no","no",4,9,3,0.3125,4,8,2,0.285714285714286,61,130
"701","ACER","2017-11-01",3,"yes",0,0,0,0,0,0,155,0,1,"yes","no",NA,NA,NA,NA,0,2,0,1,0,2
"702","BEREC OFFICE","2017-11-01",4,"yes",0,0,0,0,0,0,213,0,0,"no","no",4,2,1,-0.285714285714286,3,1,1,-0.4,0,6
"703","CEDEFOP","2017-11-01",100,"yes",6,0,6,1,5,0,1537,0,0,"no","no",2,20,6,0.642857142857143,0,5,2,0.714285714285714,1,2
"704","CPVO","2017-11-01",5,"yes",0,0,0,0,0,0,17,0,0,"no","no",0,3,2,0.6,0,0,1,0,1,2
"705","EASA","2017-11-01",8,"yes",11,0,11,8,3,0,1741,1,4,"no","yes",5,17,2,0.5,0,2,0,1,10,40
"706","EBA","2017-11-01",9,"yes",10,0,10,5,3,2,949,0,65,"yes","yes",7,3,1,-0.363636363636364,5,1,0,-0.666666666666667,78,242
"707","ECDC","2017-11-01",16,"yes",1,0,1,1,0,0,2409,0,1,"no","no",5,14,17,0.25,0,2,7,0.222222222222222,7,14
"708","ECHA","2017-11-01",63,"yes",3,1,4,2,2,0,1432,0,5,"yes","no",25,54,24,0.281553398058252,4,12,2,0.444444444444444,10,24
"709","EEA","2017-11-01",15,"yes",17,4,21,12,2,7,2270,0,6,"no","no",21,35,13,0.202898550724638,1,9,3,0.615384615384615,13,61
"710","EFCA","2017-11-01",13,"yes",1,1,2,2,0,0,121,0,0,"no","no",0,1,1,0.5,0,0,1,0,0,0
"711","EFSA","2017-11-01",60,"yes",7,0,7,6,0,1,2564,0,10,"no","no",12,45,17,0.445945945945946,4,13,4,0.428571428571429,38,113
"712","EIGE","2017-11-01",40,"yes",6,1,7,1,2,4,773,2,1,"no","no",17,26,10,0.169811320754717,10,16,6,0.1875,4,7
"713","EIOPA","2017-11-01",57,"yes",2,0,2,2,0,0,370,0,3,"yes","yes",2,2,1,0,2,1,1,-0.25,2,7
"714","EMA","2017-11-01",26,"yes",43,0,43,25,10,8,9110,0,78,"yes","no",17,24,17,0.120689655172414,7,11,8,0.153846153846154,136,331
"715","EMCDDA","2017-11-01",49,"yes",6,0,6,3,2,1,1688,0,0,"no","no",81,105,66,0.0952380952380952,6,11,3,0.25,3,18
"716","EMSA","2017-11-01",36,"yes",3,0,3,2,0,1,340,0,0,"no","yes",0,1,1,0.5,0,0,0,0,0,1
"717","ENISA","2017-11-01",56,"yes",10,0,10,7,1,2,2532,1,0,"no","yes",15,35,19,0.289855072463768,7,12,8,0.185185185185185,4,5
"718","ERA","2017-11-01",37,"yes",5,0,5,5,0,0,247,0,0,"no","no",3,9,1,0.461538461538462,0,2,0,1,0,1
"719","ESMA","2017-11-01",39,"yes",3,0,3,1,2,0,857,0,3,"no","no",99,29,29,-0.445859872611465,79,4,24,-0.700934579439252,7,42
"720","EU-OSHA","2017-11-01",148,"yes",17,0,17,14,2,1,1694,0,0,"no","no",6,29,5,0.575,4,8,2,0.285714285714286,1,3
"721","EUIPO","2017-11-01",92,"yes",6,1,7,3,0,4,1557,0,1,"no","no",9,36,14,0.457627118644068,1,7,2,0.6,6,23
"722","EUROFOUND","2017-11-01",88,"yes",13,0,13,8,3,2,1153,1,0,"no","no",5,10,7,0.227272727272727,2,7,1,0.5,2,3
"723","FRA","2017-11-01",51,"yes",20,2,22,6,4,12,4968,0,3,"no","no",80,72,42,-0.0412371134020619,41,21,18,-0.25,4,10
"724","FRONTEX","2017-11-01",37,"yes",16,0,16,8,2,6,2121,1,16,"no","no",96,77,53,-0.084070796460177,21,21,9,0,99,546
"725","SRB","2017-11-01",3,"yes",1,0,1,0,0,1,55,0,11,"yes","no",4,9,3,0.3125,4,3,1,-0.125,38,134
"726","ACER","2017-12-01",2,"yes",1,0,1,1,0,0,79,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,1,3
"727","BEREC OFFICE","2017-12-01",22,"yes",2,0,2,1,1,0,449,0,0,"no","yes",4,2,1,-0.285714285714286,3,1,1,-0.4,0,6
"728","CEDEFOP","2017-12-01",7,"yes",2,0,2,1,1,0,468,0,0,"no","no",2,18,10,0.533333333333333,0,6,7,0.461538461538462,1,2
"729","CPVO","2017-12-01",9,"yes",0,0,0,0,0,0,17,0,0,"no","no",0,3,2,0.6,0,0,1,0,1,2
"730","EASA","2017-12-01",6,"yes",6,0,6,4,2,0,766,0,8,"no","no",4,22,5,0.580645161290323,0,9,3,0.75,8,43
"731","EBA","2017-12-01",9,"yes",5,0,5,1,2,2,311,0,19,"no","no",9,8,4,-0.0476190476190476,7,6,3,-0.0625,112,297
"732","ECDC","2017-12-01",16,"yes",1,0,1,1,0,0,1934,0,2,"no","no",4,11,14,0.241379310344828,0,3,7,0.3,7,14
"733","ECHA","2017-12-01",56,"yes",7,1,8,5,3,0,1854,0,3,"yes","yes",22,54,23,0.323232323232323,2,12,4,0.555555555555556,15,29
"734","EEA","2017-12-01",10,"yes",1,0,1,0,1,0,1019,0,1,"no","no",25,43,13,0.222222222222222,7,20,5,0.40625,15,59
"735","EFCA","2017-12-01",12,"yes",0,0,0,0,0,0,45,0,0,"no","no",0,3,1,0.75,0,2,1,0.666666666666667,0,0
"736","EFSA","2017-12-01",40,"yes",3,0,3,1,1,1,1729,0,7,"no","no",12,46,17,0.453333333333333,4,15,3,0.5,43,119
"737","EIGE","2017-12-01",20,"yes",8,0,8,3,3,2,354,0,0,"no","no",21,27,11,0.101694915254237,10,12,8,0.0666666666666667,5,8
"738","EIOPA","2017-12-01",30,"yes",1,0,1,0,0,1,197,0,0,"no","no",2,4,1,0.285714285714286,2,3,1,0.166666666666667,4,10
"739","EMA","2017-12-01",16,"yes",8,0,8,6,1,1,1644,0,14,"no","no",23,46,26,0.242105263157895,15,34,15,0.296875,180,398
"740","EMCDDA","2017-12-01",7,"yes",7,0,7,2,1,4,668,0,1,"no","no",72,98,66,0.110169491525424,5,12,4,0.333333333333333,3,18
"741","EMSA","2017-12-01",8,"yes",2,0,2,1,1,0,85,0,0,"no","no",1,3,1,0.4,1,2,0,0.333333333333333,0,1
"742","ENISA","2017-12-01",32,"yes",6,0,6,3,1,2,845,0,0,"no","no",15,36,17,0.308823529411765,8,17,9,0.264705882352941,4,5
"743","ERA","2017-12-01",3,"yes",0,0,0,0,0,0,146,0,0,"no","no",3,14,1,0.611111111111111,0,6,0,1,0,1
"744","ESMA","2017-12-01",43,"yes",8,0,8,4,1,3,1155,0,10,"yes","no",99,30,30,-0.433962264150943,68,5,23,-0.65625,6,44
"745","EU-OSHA","2017-12-01",17,"yes",1,0,1,1,0,0,442,0,0,"no","no",7,42,7,0.625,5,19,3,0.518518518518518,1,3
"746","EUIPO","2017-12-01",81,"yes",10,0,10,5,5,0,1084,0,3,"no","no",12,38,12,0.419354838709677,5,8,2,0.2,7,18
"747","EUROFOUND","2017-12-01",21,"yes",2,0,2,1,0,1,833,0,1,"no","no",7,17,9,0.303030303030303,4,13,4,0.428571428571429,2,3
"748","FRA","2017-12-01",71,"yes",61,2,63,31,11,21,6874,0,0,"no","yes",91,72,41,-0.0931372549019608,49,26,20,-0.242105263157895,7,12
"749","FRONTEX","2017-12-01",15,"yes",6,0,6,2,2,2,2197,0,16,"no","no",100,84,54,-0.0672268907563025,14,19,6,0.128205128205128,68,542
"750","SRB","2017-12-01",6,"yes",0,0,0,0,0,0,159,0,19,"yes","no",5,9,3,0.235294117647059,5,2,1,-0.375,36,142
"751","ACER","2018-01-01",2,"yes",0,0,0,0,0,0,128,0,0,"no","no",NA,NA,NA,NA,0,2,0,1,1,2
"752","BEREC OFFICE","2018-01-01",1,"yes",0,0,0,0,0,0,129,0,0,"no","no",4,3,2,-0.111111111111111,2,1,2,-0.2,0,6
"753","CEDEFOP","2018-01-01",10,"yes",3,0,3,3,0,0,430,0,0,"no","no",1,14,9,0.541666666666667,0,2,6,0.25,1,1
"754","CPVO","2018-01-01",8,"yes",1,0,1,1,0,0,52,0,0,"no","no",0,2,1,0.666666666666667,0,0,0,0,1,2
"755","EASA","2018-01-01",3,"yes",1,0,1,1,0,0,447,0,5,"no","no",4,23,7,0.558823529411765,0,13,5,0.722222222222222,16,49
"756","EBA","2018-01-01",10,"yes",0,0,0,0,0,0,202,1,14,"no","no",11,9,6,-0.0769230769230769,4,7,5,0.1875,114,298
"757","ECDC","2018-01-01",9,"yes",0,1,1,0,1,0,1419,0,3,"no","no",4,11,14,0.241379310344828,0,4,3,0.571428571428571,3,15
"758","ECHA","2018-01-01",77,"yes",20,2,22,7,3,12,947,0,1,"no","no",21,56,26,0.339805825242718,1,14,7,0.590909090909091,14,32
"759","EEA","2018-01-01",8,"yes",7,1,8,4,1,3,1216,0,2,"no","no",20,41,14,0.28,7,16,6,0.310344827586207,15,56
"760","EFCA","2018-01-01",11,"yes",0,0,0,0,0,0,123,0,1,"yes","no",0,3,1,0.75,0,2,0,1,0,0
"761","EFSA","2018-01-01",33,"yes",3,0,3,2,1,0,1517,0,9,"no","no",13,44,18,0.413333333333333,5,11,1,0.352941176470588,39,124
"762","EIGE","2018-01-01",21,"yes",2,1,3,1,0,2,354,0,0,"no","no",23,30,14,0.104477611940299,8,14,9,0.193548387096774,4,8
"763","EIOPA","2018-01-01",4,"yes",0,0,0,0,0,0,130,0,0,"no","no",3,4,1,0.125,1,2,0,0.333333333333333,3,10
"764","EMA","2018-01-01",19,"yes",15,1,16,12,2,2,2086,1,24,"no","no",24,52,26,0.274509803921569,10,37,13,0.45,146,404
"765","EMCDDA","2018-01-01",5,"yes",0,0,0,0,0,0,388,0,1,"no","no",64,89,63,0.115740740740741,6,9,4,0.157894736842105,1,16
"766","EMSA","2018-01-01",9,"yes",0,0,0,0,0,0,104,0,0,"no","no",1,4,2,0.428571428571429,1,3,1,0.4,0,1
"767","ENISA","2018-01-01",36,"yes",23,1,24,12,8,4,2464,0,1,"yes","no",17,39,18,0.297297297297297,7,18,7,0.34375,2,5
"768","ERA","2018-01-01",1,"yes",0,0,0,0,0,0,50,2,0,"no","no",3,14,1,0.611111111111111,0,5,0,1,0,1
"769","ESMA","2018-01-01",21,"yes",18,0,18,8,5,5,1051,0,12,"yes","no",101,34,31,-0.403614457831325,13,8,13,-0.147058823529412,14,51
"770","EU-OSHA","2018-01-01",27,"yes",1,0,1,1,0,0,768,0,0,"no","no",6,41,7,0.648148148148148,4,17,2,0.565217391304348,1,3
"771","EUIPO","2018-01-01",76,"yes",7,0,7,4,2,1,1157,0,0,"no","no",11,41,16,0.441176470588235,4,9,5,0.277777777777778,6,20
"772","EUROFOUND","2018-01-01",10,"yes",0,0,0,0,0,0,454,0,1,"yes","no",8,17,8,0.272727272727273,4,9,3,0.3125,2,3
"773","FRA","2018-01-01",49,"yes",36,0,36,15,8,13,6019,1,5,"yes","yes",108,100,51,-0.0308880308880309,50,45,22,-0.0427350427350427,5,12
"774","FRONTEX","2018-01-01",22,"yes",28,0,28,6,11,11,5628,0,30,"no","yes",101,85,54,-0.0666666666666667,11,15,6,0.125,44,523
"775","SRB","2018-01-01",5,"yes",2,0,2,2,0,0,135,0,9,"yes","no",5,9,3,0.235294117647059,1,0,0,-1,36,158
"776","ACER","2018-02-01",0,"yes",0,0,0,0,0,0,101,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,1,2
"777","BEREC OFFICE","2018-02-01",5,"yes",0,0,0,0,0,0,119,0,0,"no","no",4,3,2,-0.111111111111111,0,1,1,0.5,0,5
"778","CEDEFOP","2018-02-01",14,"yes",1,0,1,1,0,0,1024,0,0,"no","no",1,16,9,0.576923076923077,0,5,6,0.454545454545455,0,1
"779","CPVO","2018-02-01",6,"yes",0,0,0,0,0,0,38,0,0,"no","no",0,3,1,0.75,0,1,0,1,0,2
"780","EASA","2018-02-01",5,"yes",7,0,7,2,3,2,844,0,7,"no","no",4,22,7,0.545454545454545,0,13,5,0.722222222222222,17,52
"781","EBA","2018-02-01",8,"yes",3,0,3,0,3,0,2162,1,16,"no","yes",11,9,6,-0.0769230769230769,4,6,5,0.133333333333333,98,299
"782","ECDC","2018-02-01",6,"yes",2,0,2,0,2,0,1807,1,2,"no","no",3,11,15,0.275862068965517,0,2,1,0.666666666666667,6,17
"783","ECHA","2018-02-01",54,"yes",23,3,26,11,3,12,1074,0,5,"yes","no",33,63,28,0.241935483870968,12,14,8,0.0588235294117647,9,33
"784","EEA","2018-02-01",25,"yes",10,0,10,7,2,1,1477,0,4,"no","no",21,42,12,0.28,10,16,4,0.2,9,51
"785","EFCA","2018-02-01",9,"yes",0,0,0,0,0,0,188,0,0,"no","no",0,3,1,0.75,0,2,0,1,1,1
"786","EFSA","2018-02-01",57,"yes",19,0,19,7,5,7,2904,0,10,"no","yes",12,40,18,0.4,2,9,2,0.538461538461538,26,126
"787","EIGE","2018-02-01",45,"yes",5,0,5,3,2,0,747,0,1,"no","no",25,30,14,0.072463768115942,8,5,5,-0.166666666666667,1,8
"788","EIOPA","2018-02-01",1,"yes",0,0,0,0,0,0,141,0,0,"no","no",3,4,1,0.125,1,2,0,0.333333333333333,3,10
"789","EMA","2018-02-01",20,"yes",18,0,18,11,4,3,1792,0,30,"no","no",26,64,28,0.322033898305085,11,43,13,0.477611940298507,116,409
"790","EMCDDA","2018-02-01",8,"yes",3,0,3,1,1,1,436,1,3,"no","no",57,78,57,0.109375,5,5,3,0,2,17
"791","EMSA","2018-02-01",12,"yes",2,0,2,2,0,0,231,0,1,"yes","no",1,4,2,0.428571428571429,1,3,1,0.4,0,0
"792","ENISA","2018-02-01",27,"yes",5,0,5,2,3,0,1452,0,0,"no","no",21,50,24,0.305263157894737,8,22,10,0.35,1,6
"793","ERA","2018-02-01",4,"yes",1,0,1,0,1,0,110,0,0,"no","no",3,14,1,0.611111111111111,0,5,0,1,0,1
"794","ESMA","2018-02-01",34,"yes",8,0,8,2,2,4,1195,0,5,"no","no",105,42,36,-0.344262295081967,8,13,8,0.172413793103448,25,61
"795","EU-OSHA","2018-02-01",32,"yes",4,0,4,2,0,2,825,0,0,"no","no",5,41,7,0.679245283018868,1,16,2,0.789473684210526,0,3
"796","EUIPO","2018-02-01",66,"yes",8,0,8,1,6,1,954,0,3,"no","no",11,44,17,0.458333333333333,5,12,7,0.291666666666667,4,18
"797","EUROFOUND","2018-02-01",23,"yes",0,0,0,0,0,0,450,0,0,"no","no",8,17,8,0.272727272727273,3,9,3,0.4,2,4
"798","FRA","2018-02-01",48,"yes",31,1,32,17,4,11,4736,0,1,"no","no",119,111,56,-0.027972027972028,46,52,23,0.0495867768595041,8,17
"799","FRONTEX","2018-02-01",20,"yes",14,0,14,3,3,8,4594,2,37,"no","yes",108,87,60,-0.0823529411764706,19,16,15,-0.06,62,506
"800","SRB","2018-02-01",3,"yes",3,0,3,0,0,3,391,0,23,"yes","no",5,11,2,0.333333333333333,1,2,0,0.333333333333333,39,167
"801","ACER","2018-03-01",0,"yes",0,0,0,0,0,0,105,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,2
"802","BEREC OFFICE","2018-03-01",14,"yes",0,0,0,0,0,0,278,0,0,"no","no",4,2,2,-0.25,0,1,1,0.5,0,5
"803","CEDEFOP","2018-03-01",28,"yes",1,0,1,0,1,0,1393,0,0,"no","yes",1,14,9,0.541666666666667,0,5,1,0.833333333333333,0,1
"804","CPVO","2018-03-01",8,"yes",1,0,1,0,0,1,22,0,0,"no","no",0,2,1,0.666666666666667,0,1,0,1,0,2
"805","EASA","2018-03-01",185,"yes",15,0,15,11,4,0,1990,0,9,"no","yes",6,24,9,0.461538461538462,2,7,5,0.357142857142857,20,59
"806","EBA","2018-03-01",24,"yes",2,0,2,1,0,1,598,0,10,"no","no",11,9,9,-0.0689655172413793,2,1,5,-0.125,49,295
"807","ECDC","2018-03-01",10,"yes",2,0,2,2,0,0,1934,0,2,"no","no",3,10,16,0.241379310344828,0,1,3,0.25,7,17
"808","ECHA","2018-03-01",125,"yes",12,1,13,6,4,3,1238,0,10,"yes","no",45,70,30,0.172413793103448,24,23,9,-0.0178571428571429,9,38
"809","EEA","2018-03-01",26,"yes",19,3,22,10,7,5,1959,0,1,"no","no",18,48,13,0.379746835443038,4,11,4,0.368421052631579,7,48
"810","EFCA","2018-03-01",11,"yes",0,0,0,0,0,0,194,0,0,"no","yes",0,3,1,0.75,0,0,0,0,1,1
"811","EFSA","2018-03-01",35,"yes",7,0,7,2,3,2,2905,0,17,"no","yes",19,42,22,0.27710843373494,8,10,7,0.08,26,129
"812","EIGE","2018-03-01",36,"yes",6,0,6,2,1,3,854,0,1,"no","no",23,33,15,0.140845070422535,4,7,5,0.1875,1,9
"813","EIOPA","2018-03-01",8,"yes",0,0,0,0,0,0,226,0,0,"no","no",3,4,1,0.125,1,0,0,-1,0,9
"814","EMA","2018-03-01",22,"yes",8,0,8,3,5,0,2360,1,26,"no","no",28,75,31,0.350746268656716,6,29,7,0.547619047619048,68,406
"815","EMCDDA","2018-03-01",17,"yes",6,1,7,4,2,1,668,0,2,"no","no",50,70,47,0.119760479041916,5,3,2,-0.2,5,20
"816","EMSA","2018-03-01",16,"yes",1,0,1,0,0,1,193,0,0,"no","no",1,6,2,0.555555555555556,0,3,1,0.75,1,1
"817","ENISA","2018-03-01",44,"yes",16,1,17,13,3,1,1691,0,0,"no","no",20,49,27,0.302083333333333,6,17,12,0.314285714285714,1,6
"818","ERA","2018-03-01",10,"yes",1,0,1,1,0,0,85,0,0,"no","no",3,14,2,0.578947368421053,0,0,1,0,0,1
"819","ESMA","2018-03-01",39,"yes",25,0,25,10,6,9,1023,0,2,"no","no",109,44,38,-0.340314136125654,12,14,8,0.0588235294117647,27,64
"820","EU-OSHA","2018-03-01",43,"yes",3,0,3,2,0,1,774,0,0,"no","no",7,41,7,0.618181818181818,2,4,0,0.333333333333333,0,3
"821","EUIPO","2018-03-01",90,"yes",5,0,5,5,0,0,1212,0,1,"no","no",11,45,23,0.430379746835443,2,10,13,0.32,6,19
"822","EUROFOUND","2018-03-01",42,"yes",0,0,0,0,0,0,719,0,0,"no","no",8,16,5,0.275862068965517,1,1,0,0,2,4
"823","FRA","2018-03-01",51,"yes",63,1,64,24,5,35,7210,0,1,"no","yes",124,124,59,0,45,63,23,0.137404580152672,6,18
"824","FRONTEX","2018-03-01",27,"yes",7,0,7,4,1,2,978,1,28,"no","no",112,86,57,-0.101960784313725,21,11,16,-0.208333333333333,83,511
"825","SRB","2018-03-01",7,"yes",1,0,1,1,0,0,1028,0,6,"no","yes",8,10,2,0.1,3,2,0,-0.2,51,190
"826","ACER","2018-04-01",2,"yes",1,0,1,0,1,0,124,0,0,"no","no",NA,NA,NA,NA,0,0,0,0,0,2
"827","BEREC OFFICE","2018-04-01",7,"yes",1,0,1,1,0,0,234,0,0,"no","no",4,2,2,-0.25,0,0,0,0,0,5
"828","CEDEFOP","2018-04-01",11,"yes",0,0,0,0,0,0,664,0,0,"no","no",1,14,10,0.52,0,4,1,0.8,0,1
"829","CPVO","2018-04-01",4,"yes",0,0,0,0,0,0,17,0,0,"no","no",1,2,1,0.25,1,1,0,0,0,2
"830","EASA","2018-04-01",10,"yes",2,0,2,0,2,0,1470,0,8,"no","yes",3,34,13,0.62,2,14,7,0.521739130434783,21,60
"831","EBA","2018-04-01",6,"yes",0,0,0,0,0,0,162,2,9,"no","no",12,10,9,-0.0645161290322581,1,1,3,0,40,293
"832","ECDC","2018-04-01",8,"yes",2,0,2,2,0,0,2298,0,2,"no","no",2,10,15,0.296296296296296,0,2,3,0.4,7,18
"833","ECHA","2018-04-01",54,"yes",4,1,5,1,1,3,1401,0,1,"no","no",34,59,28,0.206611570247934,27,24,10,-0.0491803278688525,16,44
"834","EEA","2018-04-01",14,"yes",9,2,11,8,1,2,1673,0,5,"no","no",20,58,20,0.387755102040816,9,21,10,0.3,7,46
"835","EFCA","2018-04-01",22,"yes",0,1,1,1,0,0,232,0,0,"no","yes",0,3,1,0.75,0,0,0,0,1,1
"836","EFSA","2018-04-01",45,"yes",5,0,5,3,1,1,1921,0,13,"no","no",21,43,24,0.25,9,11,9,0.0689655172413793,36,140
"837","EIGE","2018-04-01",40,"yes",8,0,8,5,2,1,518,0,2,"no","no",26,34,16,0.105263157894737,5,6,3,0.0714285714285714,2,9
"838","EIOPA","2018-04-01",22,"yes",0,0,0,0,0,0,140,0,1,"no","no",3,4,1,0.125,0,0,0,0,0,9
"839","EMA","2018-04-01",25,"yes",7,0,7,5,1,1,1535,0,8,"no","no",26,75,35,0.360294117647059,5,26,11,0.5,80,408
"840","EMCDDA","2018-04-01",6,"yes",1,0,1,1,0,0,409,0,1,"no","no",32,56,35,0.195121951219512,2,5,3,0.3,6,22
"841","EMSA","2018-04-01",10,"yes",0,0,0,0,0,0,128,0,0,"no","no",2,6,2,0.4,1,2,0,0.333333333333333,1,1
"842","ENISA","2018-04-01",54,"yes",6,0,6,4,0,2,897,0,0,"no","no",21,58,29,0.342592592592593,5,27,14,0.478260869565217,1,6
"843","ERA","2018-04-01",21,"yes",4,0,4,2,1,1,285,0,0,"no","yes",3,15,2,0.6,0,1,1,0.5,0,0
"844","ESMA","2018-04-01",32,"yes",9,0,9,3,0,6,621,0,2,"no","no",118,49,42,-0.330143540669856,18,20,13,0.0392156862745098,19,65
"845","EU-OSHA","2018-04-01",36,"yes",2,0,2,1,1,0,1213,0,1,"no","no",8,37,7,0.557692307692308,3,5,0,0.25,0,2
"846","EUIPO","2018-04-01",80,"yes",11,0,11,5,1,5,1373,0,1,"no","no",9,43,21,0.465753424657534,2,10,8,0.4,4,19
"847","EUROFOUND","2018-04-01",30,"yes",5,0,5,3,2,0,639,0,0,"no","no",8,16,4,0.285714285714286,0,0,0,0,1,4
"848","FRA","2018-04-01",41,"yes",23,2,25,14,2,9,6324,1,1,"no","yes",157,141,63,-0.0443213296398892,59,56,17,-0.0227272727272727,7,18
"849","FRONTEX","2018-04-01",15,"yes",4,0,4,0,1,3,823,0,17,"no","no",107,78,53,-0.121848739495798,21,13,15,-0.163265306122449,95,495
"850","SRB","2018-04-01",12,"yes",6,0,6,2,0,4,1377,0,4,"no","yes",8,11,2,0.142857142857143,3,3,0,0,38,196
"851","ACER","2018-05-01",2,"yes",1,0,1,0,1,0,172,0,0,"no","no",NA,NA,NA,NA,0,0,1,0,0,2
"852","BEREC OFFICE","2018-05-01",6,"yes",0,0,0,0,0,0,82,0,0,"no","no",4,3,2,-0.111111111111111,0,1,0,1,0,3
"853","CEDEFOP","2018-05-01",16,"yes",1,0,1,1,0,0,849,0,0,"no","no",1,14,10,0.52,0,1,1,0.5,0,1
"854","CPVO","2018-05-01",7,"yes",0,0,0,0,0,0,21,0,0,"no","no",1,2,1,0.25,1,0,0,-1,0,2
"855","EASA","2018-05-01",6,"yes",1,0,1,0,0,1,758,0,4,"no","no",3,34,14,0.607843137254902,2,13,9,0.458333333333333,24,65
"856","EBA","2018-05-01",10,"yes",3,0,3,1,1,1,175,0,15,"no","no",12,10,9,-0.0645161290322581,1,1,3,0,35,276
"857","ECDC","2018-05-01",20,"yes",2,0,2,2,0,0,3878,0,0,"no","no",2,10,15,0.296296296296296,0,4,2,0.666666666666667,6,20
"858","ECHA","2018-05-01",80,"yes",18,5,23,10,6,7,885,0,3,"yes","no",36,60,27,0.195121951219512,18,18,8,0,16,45
"859","EEA","2018-05-01",15,"yes",5,0,5,1,3,1,1529,0,1,"no","no",21,61,20,0.392156862745098,8,25,10,0.395348837209302,10,46
"860","EFCA","2018-05-01",15,"yes",0,0,0,0,0,0,188,0,0,"no","no",0,4,1,0.8,0,1,0,1,0,1
"861","EFSA","2018-05-01",50,"yes",6,0,6,3,1,2,1854,0,9,"no","no",21,44,22,0.264367816091954,10,12,9,0.0645161290322581,40,144
"862","EIGE","2018-05-01",31,"yes",1,0,1,0,0,1,654,0,0,"no","no",27,38,17,0.134146341463415,4,10,5,0.315789473684211,4,11
"863","EIOPA","2018-05-01",14,"yes",0,0,0,0,0,0,111,1,1,"no","no",3,4,1,0.125,0,0,0,0,1,10
"864","EMA","2018-05-01",27,"yes",10,1,11,9,0,2,1371,0,3,"no","no",27,79,34,0.371428571428571,4,19,10,0.454545454545455,64,388
"865","EMCDDA","2018-05-01",11,"yes",2,0,2,1,1,0,713,0,1,"no","no",22,46,25,0.258064516129032,2,6,3,0.363636363636364,6,23
"866","EMSA","2018-05-01",8,"yes",0,0,0,0,0,0,121,0,0,"no","no",2,6,2,0.4,1,2,0,0.333333333333333,1,1
"867","ENISA","2018-05-01",38,"yes",1,0,1,1,0,0,1536,0,0,"no","no",23,62,28,0.345132743362832,3,19,6,0.571428571428571,0,6
"868","ERA","2018-05-01",16,"yes",2,0,2,2,0,0,148,0,0,"no","no",4,16,3,0.521739130434783,1,3,2,0.333333333333333,0,0
"869","ESMA","2018-05-01",31,"yes",0,0,0,0,0,0,379,0,3,"no","no",124,49,41,-0.350467289719626,19,15,8,-0.0952380952380952,9,64
"870","EU-OSHA","2018-05-01",46,"yes",5,1,6,5,1,0,1227,0,0,"no","no",8,38,8,0.555555555555556,3,5,1,0.222222222222222,1,2
"871","EUIPO","2018-05-01",106,"yes",18,1,19,13,4,2,1451,0,0,"no","no",13,48,21,0.426829268292683,6,11,7,0.208333333333333,5,20
"872","EUROFOUND","2018-05-01",23,"yes",0,0,0,0,0,0,410,0,0,"no","no",7,19,6,0.375,0,3,2,0.6,0,4
